,id,num_bidders
1664,130_31,19
1665,130_32,8
1666,130_33,7
1667,130_34,9
1668,130_35,8
1669,130_36,17
1670,130_37,7
1671,130_38,11
1672,130_39,10
1673,130_4,17
1674,130_40,10
1675,130_41,14
1676,130_42,14
1677,130_43,14
1678,130_44,17
1679,130_45,11
1680,130_46,13
1681,130_47,10
1682,130_48,4
1683,130_49,16
1684,130_5,16
1685,130_50,9
1686,130_6,11
1687,130_7,16
1688,130_8,16
1689,130_9,17
1690,131_1,6
1691,131_10,19
1692,131_11,13
1693,131_12,13
1694,131_13,13
1695,131_14,13
1696,131_15,10
1697,131_16,16
1698,131_17,11
1699,131_18,7
1700,131_19,9
1701,131_2,15
1702,131_20,17
1703,131_21,16
1704,131_22,16
1705,131_23,16
1706,131_24,8
1707,131_25,8
1708,131_26,5
1709,131_27,7
1710,131_28,14
1711,131_29,11
1712,131_30,11
1713,131_31,12
1714,131_32,22
1715,131_33,17
1716,131_34,6
1717,131_35,8
1718,131_36,12
1719,131_37,11
1720,131_38,17
1721,131_39,22
1722,131_4,9
1723,131_40,18
1724,131_41,11
1725,131_42,14
1726,131_43,5
1727,131_44,10
1728,131_45,16
1729,131_46,8
1730,131_47,13
1731,131_48,17
1732,131_49,17
1733,131_5,14
1734,131_50,12
1735,131_6,14
1736,131_7,14
1737,131_8,14
1738,131_9,14
1739,132_1,12
1740,132_10,15
1741,132_11,11
1742,132_12,14
1743,132_13,14
1744,132_14,16
1745,132_15,4
1746,132_16,4
1747,132_17,10
1748,132_18,20
1749,132_19,17
1750,132_2,12
1751,132_20,5
1752,132_21,14
1753,132_22,10
1754,132_24,11
1755,132_25,7
1756,132_26,5
1757,132_27,11
1758,132_28,17
1759,132_29,20
1760,132_3,17
1761,132_30,8
1762,132_31,4
1763,132_32,4
1764,132_33,14
1765,132_34,10
1766,132_35,10
1767,132_36,19
1768,132_37,10
1769,132_38,10
1770,132_39,13
1771,132_4,17
1772,132_40,12
1773,132_41,12
1774,132_42,26
1775,132_43,8
1776,132_44,23
1777,132_45,15
1778,132_46,17
1779,132_47,17
1780,132_48,28
1781,132_49,17
1782,132_5,11
1783,132_50,10
1784,132_6,15
1785,132_7,20
1786,132_8,13
1787,132_9,10
1788,133_1,9
1789,133_10,8
1790,133_11,13
1791,133_12,12
1792,133_13,14
1793,133_14,14
1794,133_15,7
1795,133_16,16
1796,133_17,21
1797,133_18,15
1798,133_19,21
1799,133_2,19
1800,133_20,22
1801,133_21,22
1802,133_23,10
1803,133_24,15
1804,133_25,10
1805,133_26,19
1806,133_27,13
1807,133_28,7
1808,133_29,12
1809,133_3,15
1810,133_30,12
1811,133_31,18
1812,133_32,15
1813,133_33,5
1814,133_34,9
1815,133_35,17
1816,133_36,14
1817,133_37,10
1818,133_38,14
1819,133_39,13
1820,133_4,9
1821,133_40,15
1822,133_41,8
1823,133_42,8
1824,133_43,7
1825,133_44,5
1826,133_45,14
1827,133_46,11
1828,133_47,21
1829,133_48,21
1830,133_49,5
1831,133_5,9
1832,133_50,11
1833,133_6,10
1834,133_7,12
1835,133_8,9
1836,133_9,13
1837,134_1,5
1838,134_10,13
1839,134_11,6
1840,134_12,15
1841,134_13,20
1842,134_14,9
1843,134_15,9
1844,134_16,9
1845,134_17,9
1846,134_18,7
1847,134_19,18
1848,134_2,9
1849,134_20,12
1850,134_21,13
1851,134_22,10
1852,134_23,15
1853,134_24,11
1854,134_25,5
1855,134_26,20
1856,134_27,15
1857,134_28,15
1858,134_29,13
1859,134_3,5
1860,134_30,13
1861,134_31,19
1862,134_32,13
1863,134_33,9
1864,134_34,5
1865,134_35,15
1866,134_36,5
1867,134_37,8
1868,134_38,12
1869,134_39,10
1870,134_4,10
1871,134_40,21
1872,134_41,6
1873,134_42,11
1874,134_43,7
1875,134_44,13
1876,134_45,11
1877,134_46,11
1878,134_47,16
1879,134_48,12
1880,134_49,19
1881,134_5,10
1882,134_50,12
1883,134_6,7
1884,134_7,17
1885,134_8,4
1886,134_9,4
1887,135_1,15
1888,135_10,8
1889,135_11,5
1890,135_12,12
1891,135_13,7
1892,135_14,2
1893,135_15,6
1894,135_16,8
1895,135_17,13
1896,135_18,14
1897,135_19,8
1898,135_2,6
1899,135_20,12
1900,135_21,21
1901,135_22,15
1902,135_23,14
1903,135_24,12
1904,135_25,14
1905,135_26,22
1906,135_27,20
1907,135_28,19
1908,135_29,17
1909,135_3,16
1910,135_30,15
1911,135_31,13
1912,135_32,10
1913,135_33,23
1914,135_34,12
1915,135_35,14
1916,135_36,10
1917,135_37,7
1918,135_38,11
1919,135_39,13
1920,135_4,10
1921,135_40,13
1922,135_41,15
1923,135_42,17
1924,135_43,10
1925,135_44,21
1926,135_45,5
1927,135_46,11
1928,135_47,13
1929,135_48,13
1930,135_49,13
1931,135_5,10
1932,135_50,17
1933,135_6,19
1934,135_7,9
1935,135_8,18
1936,135_9,18
1937,136_1,11
1938,136_10,13
1939,136_11,6
1940,136_12,14
1941,136_13,14
1942,136_14,10
1943,136_15,10
1944,136_16,12
1945,136_17,13
1946,136_18,13
1947,136_19,7
1948,136_2,20
1949,136_20,17
1950,136_21,10
1951,136_22,15
1952,136_23,12
1953,136_24,15
1954,136_25,17
1955,136_26,19
1956,136_27,19
1957,136_28,20
1958,136_29,9
1959,136_3,5
1960,136_30,13
1961,136_32,15
1962,136_33,7
1963,136_34,15
1964,136_35,9
1965,136_36,7
1966,136_37,6
1967,136_38,6
1968,136_39,19
1969,136_4,16
1970,136_40,13
1971,136_41,9
1972,136_42,16
1973,136_43,6
1974,136_44,13
1975,136_45,8
1976,136_46,14
1977,136_47,15
1978,136_48,14
1979,136_49,29
1980,136_5,16
1981,136_50,15
1982,136_6,8
1983,136_7,6
1984,136_8,14
1985,136_9,14
1986,137_1,5
1987,137_10,20
1988,137_11,7
1989,137_12,10
1990,137_13,1
1991,137_14,10
1992,137_15,15
1993,137_16,10
1994,137_17,18
1995,137_18,18
1996,137_19,10
1997,137_2,10
1998,137_20,16
1999,137_21,17
2000,137_22,27
2001,137_23,18
2002,137_24,10
2003,137_25,21
2004,137_26,21
2005,137_27,11
2006,137_28,13
2007,137_29,8
2008,137_3,13
2009,137_30,10
2010,137_31,12
2011,137_32,12
2012,137_33,19
2013,137_34,12
2014,137_35,18
2015,137_36,11
2016,137_37,11
2017,137_38,18
2018,137_39,9
2019,137_4,13
2020,137_40,18
2021,137_41,14
2022,137_42,12
2023,137_43,12
2024,137_44,11
2025,137_45,14
2026,137_46,12
2027,137_47,8
2028,137_48,11
2029,137_49,13
2030,137_5,20
2031,137_50,25
2032,137_6,12
2033,137_7,16
2034,137_8,7
2035,137_9,17
2036,138_1,13
2037,138_10,18
2038,138_11,7
2039,138_12,22
2040,138_13,17
2041,138_14,8
2042,138_15,17
2043,138_16,21
2044,138_17,8
2045,138_18,11
2046,138_19,12
2047,138_2,13
2048,138_20,5
2049,138_21,6
2050,138_22,9
2051,138_23,12
2052,138_24,11
2053,138_25,11
2054,138_26,7
2055,138_27,11
2056,138_28,17
2057,138_29,14
2058,138_3,11
2059,138_30,14
2060,138_31,10
2061,138_32,8
2062,138_33,18
2063,138_34,8
2064,138_35,6
2065,138_36,14
2066,138_37,15
2067,138_38,17
2068,138_39,10
2069,138_4,13
2070,138_40,11
2071,138_41,15
2072,138_42,14
2073,138_43,11
2074,138_44,16
2075,138_45,11
2076,138_46,17
2077,138_47,21
2078,138_48,11
2079,138_49,11
2080,138_5,21
2081,138_50,11
2082,138_6,11
2083,138_7,11
2084,138_8,9
2085,138_9,7
2086,139_1,15
2087,139_10,15
2088,139_11,6
2089,139_12,16
2090,139_13,13
2091,139_14,8
2092,139_15,13
2093,139_16,14
2094,139_17,14
2095,139_18,8
2096,139_19,16
2097,139_2,6
2098,139_20,5
2099,139_21,15
2100,139_22,19
2101,139_23,15
2102,139_24,7
2103,139_25,15
2104,139_26,11
2105,139_27,15
2106,139_28,10
2107,139_29,15
2108,139_3,6
2109,139_30,4
2110,139_31,18
2111,139_32,10
2112,139_33,17
2113,139_34,17
2114,139_35,6
2115,139_36,16
2116,139_37,17
2117,139_38,13
2118,139_39,12
2119,139_4,11
2120,139_40,13
2121,139_41,7
2122,139_42,12
2123,139_43,17
2124,139_44,12
2125,139_45,4
2126,139_46,10
2127,139_47,17
2128,139_48,9
2129,139_49,14
2130,139_5,7
2131,139_50,12
2132,139_6,22
2133,139_7,10
2134,139_8,10
2135,139_9,17
2136,13_1,21
2137,13_10,15
2138,13_11,10
2139,13_12,7
2140,13_13,12
2141,13_14,12
2142,13_15,8
2143,13_16,9
2144,13_17,11
2145,13_18,16
2146,13_19,12
2147,13_2,9
2148,13_20,16
2149,13_21,8
2150,13_22,19
2151,13_23,10
2152,13_24,11
2153,13_25,8
2154,13_26,18
2155,13_27,14
2156,13_28,25
2157,13_29,6
2158,13_3,10
2159,13_30,4
2160,13_31,10
2161,13_32,8
2162,13_33,14
2163,13_34,12
2164,13_35,17
2165,13_36,12
2166,13_37,8
2167,13_38,16
2168,13_39,13
2169,13_4,8
2170,13_40,9
2171,13_41,11
2172,13_42,17
2173,13_43,17
2174,13_44,12
2175,13_45,14
2176,13_46,13
2177,13_47,12
2178,13_48,20
2179,13_49,15
2180,13_5,14
2181,13_50,19
2182,13_6,8
2183,13_7,9
2184,13_8,19
2185,13_9,10
2186,140_1,7
2187,140_10,4
2188,140_11,7
2189,140_12,20
2190,140_13,6
2191,140_14,8
2192,140_15,18
2193,140_16,6
2194,140_17,12
2195,140_18,15
2196,140_19,4
2197,140_2,12
2198,140_20,3
2199,140_21,12
2200,140_22,14
2201,140_23,6
2202,140_24,5
2203,140_25,9
2204,140_26,8
2205,140_27,12
2206,140_28,9
2207,140_29,14
2208,140_3,16
2209,140_30,15
2210,140_31,12
2211,140_32,20
2212,140_33,12
2213,140_34,22
2214,140_35,15
2215,140_36,10
2216,140_37,18
2217,140_38,18
2218,140_39,15
2219,140_4,16
2220,140_40,12
2221,140_41,6
2222,140_42,15
2223,140_43,13
2224,140_44,13
2225,140_45,10
2226,140_46,6
2227,140_47,7
2228,140_48,4
2229,140_49,14
2230,140_5,15
2231,140_50,13
2232,140_6,9
2233,140_7,10
2234,140_8,11
2235,140_9,6
2236,141_1,15
2237,141_10,10
2238,141_11,12
2239,141_12,6
2240,141_13,7
2241,141_14,9
2242,141_15,6
2243,141_16,16
2244,141_17,18
2245,141_18,6
2246,141_19,14
2247,141_2,9
2248,141_20,7
2249,141_21,12
2250,141_22,12
2251,141_23,9
2252,141_24,10
2253,141_25,18
2254,141_26,14
2255,141_27,19
2256,141_28,15
2257,141_29,8
2258,141_3,5
2259,141_30,11
2260,141_31,10
2261,141_32,23
2262,141_33,16
2263,141_34,21
2264,141_35,9
2265,141_36,10
2266,141_37,16
2267,141_38,11
2268,141_39,9
2269,141_4,13
2270,141_40,12
2271,141_41,7
2272,141_42,9
2273,141_43,12
2274,141_44,16
2275,141_45,11
2276,141_46,19
2277,141_47,10
2278,141_48,17
2279,141_49,11
2280,141_5,11
2281,141_50,18
2282,141_6,10
2283,141_7,2
2284,141_8,14
2285,141_9,11
2286,142_1,8
2287,142_10,12
2288,142_11,13
2289,142_12,10
2290,142_13,12
2291,142_14,18
2292,142_15,22
2293,142_16,12
2294,142_17,18
2295,142_18,8
2296,142_19,11
2297,142_2,7
2298,142_20,6
2299,142_21,12
2300,142_22,19
2301,142_23,8
2302,142_24,10
2303,142_25,7
2304,142_26,11
2305,142_27,13
2306,142_28,14
2307,142_29,11
2308,142_3,14
2309,142_30,8
2310,142_31,16
2311,142_32,15
2312,142_33,14
2313,142_34,5
2314,142_35,23
2315,142_36,10
2316,142_37,21
2317,142_38,13
2318,142_39,10
2319,142_4,11
2320,142_40,12
2321,142_41,14
2322,142_42,7
2323,142_43,14
2324,142_44,8
2325,142_45,22
2326,142_46,11
2327,142_47,11
2328,142_48,22
2329,142_49,10
2330,142_5,23
2331,142_50,15
2332,142_6,10
2333,142_7,13
2334,142_8,13
2335,142_9,12
2336,143_1,12
2337,143_10,11
2338,143_11,17
2339,143_12,10
2340,143_13,7
2341,143_14,14
2342,143_15,11
2343,143_16,14
2344,143_17,9
2345,143_18,13
2346,143_19,8
2347,143_2,7
2348,143_20,13
2349,143_21,7
2350,143_22,14
2351,143_23,9
2352,143_24,12
2353,143_25,4
2354,143_26,11
2355,143_27,14
2356,143_28,11
2357,143_29,20
2358,143_3,13
2359,143_30,10
2360,143_31,7
2361,143_32,6
2362,143_33,18
2363,143_34,16
2364,143_35,8
2365,143_36,21
2366,143_37,17
2367,143_38,5
2368,143_39,12
2369,143_4,10
2370,143_40,8
2371,143_41,8
2372,143_42,14
2373,143_44,8
2374,143_45,19
2375,143_46,13
2376,143_47,5
2377,143_48,14
2378,143_49,12
2379,143_5,16
2380,143_50,12
2381,143_6,3
2382,143_7,13
2383,143_8,20
2384,143_9,9
2385,144_1,16
2386,144_10,14
2387,144_11,5
2388,144_12,10
2389,144_13,16
2390,144_14,10
2391,144_15,13
2392,144_16,18
2393,144_17,13
2394,144_18,16
2395,144_19,23
2396,144_2,8
2397,144_20,28
2398,144_21,11
2399,144_22,12
2400,144_23,7
2401,144_24,12
2402,144_25,12
2403,144_26,18
2404,144_27,6
2405,144_28,2
2406,144_29,7
2407,144_3,10
2408,144_30,6
2409,144_31,20
2410,144_32,17
2411,144_33,8
2412,144_34,15
2413,144_35,8
2414,144_36,13
2415,144_37,26
2416,144_38,12
2417,144_39,19
2418,144_4,20
2419,144_40,11
2420,144_41,11
2421,144_42,10
2422,144_43,10
2423,144_44,20
2424,144_45,13
2425,144_46,22
2426,144_47,7
2427,144_48,15
2428,144_49,11
2429,144_5,12
2430,144_50,13
2431,144_6,9
2432,144_7,25
2433,144_8,8
2434,144_9,30
2435,145_1,18
2436,145_10,19
2437,145_11,10
2438,145_12,12
2439,145_13,9
2440,145_14,15
2441,145_15,14
2442,145_16,15
2443,145_17,10
2444,145_18,4
2445,145_19,13
2446,145_2,12
2447,145_20,9
2448,145_21,11
2449,145_22,15
2450,145_23,10
2451,145_24,12
2452,145_25,21
2453,145_26,11
2454,145_27,4
2455,145_28,7
2456,145_29,6
2457,145_3,14
2458,145_30,15
2459,145_31,16
2460,145_32,12
2461,145_33,11
2462,145_34,14
2463,145_35,7
2464,145_36,19
2465,145_37,15
2466,145_38,6
2467,145_39,11
2468,145_4,7
2469,145_40,12
2470,145_41,13
2471,145_42,19
2472,145_43,16
2473,145_44,10
2474,145_45,7
2475,145_46,3
2476,145_47,10
2477,145_48,10
2478,145_49,19
2479,145_5,7
2480,145_50,13
2481,145_6,24
2482,145_7,12
2483,145_8,17
2484,145_9,11
2485,146_1,11
2486,146_10,8
2487,146_11,3
2488,146_12,18
2489,146_13,9
2490,146_14,8
2491,146_15,15
2492,146_16,11
2493,146_17,8
2494,146_18,8
2495,146_19,4
2496,146_2,9
2497,146_20,5
2498,146_21,10
2499,146_22,8
2500,146_23,9
2501,146_24,9
2502,146_25,15
2503,146_26,12
2504,146_27,5
2505,146_28,6
2506,146_29,12
2507,146_3,25
2508,146_30,13
2509,146_31,12
2510,146_32,13
2511,146_33,5
2512,146_34,8
2513,146_35,7
2514,146_36,19
2515,146_37,11
2516,146_38,19
2517,146_39,18
2518,146_4,14
2519,146_40,13
2520,146_41,11
2521,146_42,15
2522,146_43,18
2523,146_44,12
2524,146_45,18
2525,146_46,4
2526,146_47,9
2527,146_48,10
2528,146_49,13
2529,146_5,13
2530,146_50,15
2531,146_6,19
2532,146_7,14
2533,146_8,19
2534,146_9,13
2535,147_1,18
2536,147_10,15
2537,147_11,22
2538,147_12,5
2539,147_13,13
2540,147_14,6
2541,147_15,5
2542,147_16,8
2543,147_17,13
2544,147_18,9
2545,147_19,18
2546,147_2,12
2547,147_20,13
2548,147_21,11
2549,147_22,14
2550,147_23,7
2551,147_24,12
2552,147_25,13
2553,147_26,24
2554,147_27,20
2555,147_28,8
2556,147_29,9
2557,147_3,10
2558,147_30,7
2559,147_31,16
2560,147_32,19
2561,147_33,12
2562,147_34,16
2563,147_35,15
2564,147_36,14
2565,147_37,10
2566,147_38,16
2567,147_39,18
2568,147_4,11
2569,147_40,14
2570,147_41,7
2571,147_42,14
2572,147_43,12
2573,147_44,8
2574,147_45,12
2575,147_46,4
2576,147_47,8
2577,147_48,16
2578,147_49,11
2579,147_5,14
2580,147_50,24
2581,147_6,9
2582,147_7,14
2583,147_8,10
2584,147_9,15
2585,148_1,13
2586,148_10,12
2587,148_11,10
2588,148_12,14
2589,148_13,7
2590,148_14,6
2591,148_15,16
2592,148_16,20
2593,148_17,11
2594,148_18,17
2595,148_19,15
2596,148_2,7
2597,148_20,15
2598,148_21,9
2599,148_22,11
2600,148_23,19
2601,148_24,21
2602,148_25,12
2603,148_26,17
2604,148_27,7
2605,148_28,12
2606,148_29,20
2607,148_3,16
2608,148_30,8
2609,148_31,12
2610,148_32,13
2611,148_33,9
2612,148_34,14
2613,148_35,10
2614,148_36,7
2615,148_37,10
2616,148_38,14
2617,148_39,14
2618,148_4,6
2619,148_40,11
2620,148_41,12
2621,148_42,16
2622,148_43,3
2623,148_44,9
2624,148_45,7
2625,148_46,15
2626,148_47,10
2627,148_48,9
2628,148_49,11
2629,148_5,9
2630,148_50,10
2631,148_6,21
2632,148_7,11
2633,148_8,9
2634,148_9,15
2635,149_1,13
2636,149_10,16
2637,149_11,16
2638,149_12,6
2639,149_13,9
2640,149_14,14
2641,149_15,10
2642,149_16,20
2643,149_17,17
2644,149_18,11
2645,149_19,7
2646,149_2,18
2647,149_20,6
2648,149_21,23
2649,149_22,17
2650,149_23,14
2651,149_24,7
2652,149_25,8
2653,149_26,21
2654,149_27,14
2655,149_28,4
2656,149_29,24
2657,149_3,13
2658,149_30,10
2659,149_31,9
2660,149_32,7
2661,149_33,8
2662,149_34,11
2663,149_35,18
2664,149_36,15
2665,149_37,10
2666,149_38,16
2667,149_39,12
2668,149_4,13
2669,149_40,14
2670,149_41,6
2671,149_42,15
2672,149_43,7
2673,149_44,9
2674,149_45,12
2675,149_46,5
2676,149_47,11
2677,149_48,13
2678,149_49,14
2679,149_5,11
2680,149_50,12
2681,149_6,20
2682,149_7,12
2683,149_8,15
2684,149_9,14
2685,14_1,19
2686,14_10,7
2687,14_11,8
2688,14_12,16
2689,14_13,10
2690,14_14,12
2691,14_15,10
2692,14_16,10
2693,14_17,13
2694,14_18,14
2695,14_19,12
2696,14_20,4
2697,14_21,10
2698,14_22,14
2699,14_23,7
2700,14_24,13
2701,14_25,6
2702,14_26,17
2703,14_27,11
2704,14_28,10
2705,14_29,9
2706,14_3,22
2707,14_30,9
2708,14_31,8
2709,14_32,11
2710,14_33,14
2711,14_34,8
2712,14_35,14
2713,14_36,8
2714,14_37,16
2715,14_38,12
2716,14_39,13
2717,14_4,9
2718,14_40,11
2719,14_41,10
2720,14_42,19
2721,14_43,16
2722,14_44,13
2723,14_45,12
2724,14_46,16
2725,14_47,21
2726,14_48,10
2727,14_49,13
2728,14_5,15
2729,14_50,13
2730,14_6,24
2731,14_7,21
2732,14_8,14
2733,14_9,15
2734,150_1,25
2735,150_10,23
2736,150_11,8
2737,150_12,10
2738,150_13,11
2739,150_14,7
2740,150_15,11
2741,150_16,11
2742,150_17,19
2743,150_18,25
2744,150_19,12
2745,150_2,22
2746,150_20,18
2747,150_21,20
2748,150_22,10
2749,150_23,14
2750,150_24,10
2751,150_25,7
2752,150_26,9
2753,150_28,7
2754,150_29,17
2755,150_3,12
2756,150_30,17
2757,150_31,9
2758,150_32,4
2759,150_33,15
2760,150_34,7
2761,150_35,8
2762,150_36,9
2763,150_37,7
2764,150_38,10
2765,150_39,19
2766,150_4,13
2767,150_40,6
2768,150_41,8
2769,150_42,7
2770,150_43,14
2771,150_44,16
2772,150_45,19
2773,150_46,10
2774,150_47,13
2775,150_48,11
2776,150_49,13
2777,150_5,4
2778,150_50,13
2779,150_6,7
2780,150_7,10
2781,150_8,12
2782,150_9,15
2783,151_1,13
2784,151_10,17
2785,151_11,16
2786,151_12,11
2787,151_13,4
2788,151_14,18
2789,151_15,10
2790,151_16,10
2791,151_17,11
2792,151_18,19
2793,151_19,12
2794,151_2,3
2795,151_20,23
2796,151_21,10
2797,151_22,14
2798,151_23,4
2799,151_24,10
2800,151_25,12
2801,151_26,11
2802,151_27,13
2803,151_28,13
2804,151_29,13
2805,151_3,5
2806,151_30,12
2807,151_31,11
2808,151_32,6
2809,151_33,10
2810,151_34,12
2811,151_35,6
2812,151_36,7
2813,151_37,14
2814,151_38,10
2815,151_39,21
2816,151_4,20
2817,151_40,13
2818,151_41,14
2819,151_42,19
2820,151_43,11
2821,151_44,8
2822,151_45,12
2823,151_46,11
2824,151_47,10
2825,151_48,17
2826,151_49,18
2827,151_5,9
2828,151_50,13
2829,151_6,7
2830,151_7,12
2831,151_8,19
2832,151_9,18
2833,152_1,19
2834,152_10,8
2835,152_11,13
2836,152_12,14
2837,152_13,11
2838,152_14,12
2839,152_15,11
2840,152_16,16
2841,152_17,10
2842,152_18,7
2843,152_19,18
2844,152_2,12
2845,152_20,12
2846,152_21,13
2847,152_22,6
2848,152_23,6
2849,152_24,11
2850,152_25,13
2851,152_26,19
2852,152_27,18
2853,152_28,15
2854,152_29,18
2855,152_3,15
2856,152_30,11
2857,152_31,10
2858,152_32,7
2859,152_33,15
2860,152_34,9
2861,152_35,15
2862,152_36,11
2863,152_37,12
2864,152_38,12
2865,152_39,13
2866,152_4,13
2867,152_40,9
2868,152_41,9
2869,152_42,12
2870,152_43,16
2871,152_44,13
2872,152_45,8
2873,152_46,11
2874,152_47,16
2875,152_48,13
2876,152_49,4
2877,152_5,8
2878,152_50,7
2879,152_6,10
2880,152_7,9
2881,152_8,17
2882,152_9,16
2883,153_1,13
2884,153_10,14
2885,153_11,8
2886,153_12,8
2887,153_13,16
2888,153_14,14
2889,153_15,19
2890,153_16,17
2891,153_17,11
2892,153_18,20
2893,153_19,11
2894,153_2,12
2895,153_20,7
2896,153_21,18
2897,153_22,17
2898,153_23,6
2899,153_24,17
2900,153_25,6
2901,153_26,13
2902,153_27,16
2903,153_28,7
2904,153_29,14
2905,153_30,9
2906,153_31,16
2907,153_32,10
2908,153_33,18
2909,153_34,8
2910,153_35,10
2911,153_36,9
2912,153_37,7
2913,153_38,12
2914,153_39,14
2915,153_4,8
2916,153_40,12
2917,153_41,7
2918,153_42,9
2919,153_43,26
2920,153_44,12
2921,153_45,10
2922,153_46,13
2923,153_47,12
2924,153_48,11
2925,153_49,8
2926,153_5,15
2927,153_50,18
2928,153_6,23
2929,153_7,11
2930,153_8,11
2931,153_9,13
2932,154_1,6
2933,154_10,7
2934,154_11,22
2935,154_12,18
2936,154_13,9
2937,154_14,11
2938,154_15,6
2939,154_16,7
2940,154_17,16
2941,154_18,15
2942,154_19,9
2943,154_2,16
2944,154_20,12
2945,154_21,12
2946,154_22,10
2947,154_23,15
2948,154_24,13
2949,154_25,14
2950,154_26,12
2951,154_27,11
2952,154_28,7
2953,154_29,18
2954,154_3,13
2955,154_30,16
2956,154_31,10
2957,154_32,9
2958,154_33,4
2959,154_34,10
2960,154_35,9
2961,154_36,12
2962,154_37,16
2963,154_38,6
2964,154_39,14
2965,154_4,13
2966,154_40,14
2967,154_41,15
2968,154_42,10
2969,154_43,7
2970,154_44,13
2971,154_45,20
2972,154_46,15
2973,154_47,8
2974,154_48,17
2975,154_49,16
2976,154_5,5
2977,154_50,10
2978,154_6,15
2979,154_7,12
2980,154_8,22
2981,154_9,15
2982,155_1,9
2983,155_10,5
2984,155_11,3
2985,155_12,11
2986,155_13,23
2987,155_14,12
2988,155_15,14
2989,155_16,13
2990,155_17,13
2991,155_18,18
2992,155_19,10
2993,155_2,13
2994,155_20,10
2995,155_21,11
2996,155_22,20
2997,155_23,14
2998,155_24,7
2999,155_25,10
3000,155_26,17
3001,155_27,9
3002,155_28,13
3003,155_29,8
3004,155_3,18
3005,155_30,17
3006,155_31,12
3007,155_32,17
3008,155_33,18
3009,155_34,13
3010,155_35,25
3011,155_36,10
3012,155_37,5
3013,155_38,11
3014,155_39,21
3015,155_4,10
3016,155_40,7
3017,155_41,6
3018,155_42,10
3019,155_43,8
3020,155_44,11
3021,155_45,16
3022,155_46,5
3023,155_47,10
3024,155_48,7
3025,155_49,10
3026,155_5,14
3027,155_50,10
3028,155_6,7
3029,155_7,10
3030,155_8,8
3031,155_9,15
3032,156_1,13
3033,156_10,8
3034,156_11,18
3035,156_12,11
3036,156_13,10
3037,156_14,6
3038,156_15,9
3039,156_16,14
3040,156_17,11
3041,156_18,3
3042,156_19,6
3043,156_2,13
3044,156_20,9
3045,156_21,17
3046,156_22,10
3047,156_23,19
3048,156_24,20
3049,156_25,12
3050,156_26,5
3051,156_27,12
3052,156_28,19
3053,156_29,19
3054,156_3,11
3055,156_30,13
3056,156_31,22
3057,156_32,12
3058,156_33,17
3059,156_34,13
3060,156_35,14
3061,156_36,14
3062,156_37,7
3063,156_38,11
3064,156_39,12
3065,156_4,12
3066,156_40,17
3067,156_41,7
3068,156_42,13
3069,156_43,7
3070,156_44,13
3071,156_45,21
3072,156_46,16
3073,156_47,10
3074,156_48,13
3075,156_49,12
3076,156_5,9
3077,156_50,11
3078,156_6,12
3079,156_7,15
3080,156_8,14
3081,156_9,20
3082,157_1,14
3083,157_10,15
3084,157_11,10
3085,157_12,6
3086,157_13,10
3087,157_14,18
3088,157_15,10
3089,157_16,13
3090,157_17,12
3091,157_18,8
3092,157_19,10
3093,157_2,10
3094,157_20,16
3095,157_21,9
3096,157_22,13
3097,157_23,12
3098,157_24,21
3099,157_25,15
3100,157_26,17
3101,157_27,10
3102,157_28,20
3103,157_29,14
3104,157_3,7
3105,157_30,8
3106,157_31,10
3107,157_32,11
3108,157_33,9
3109,157_34,16
3110,157_35,16
3111,157_36,6
3112,157_37,20
3113,157_38,5
3114,157_39,10
3115,157_4,19
3116,157_40,10
3117,157_41,10
3118,157_42,6
3119,157_43,13
3120,157_44,14
3121,157_45,4
3122,157_46,25
3123,157_47,14
3124,157_48,11
3125,157_49,21
3126,157_5,14
3127,157_50,9
3128,157_6,11
3129,157_7,11
3130,157_8,13
3131,157_9,11
3132,158_1,16
3133,158_10,20
3134,158_11,25
3135,158_12,10
3136,158_13,22
3137,158_14,18
3138,158_15,8
3139,158_16,10
3140,158_17,11
3141,158_18,8
3142,158_19,11
3143,158_2,14
3144,158_20,15
3145,158_21,21
3146,158_22,12
3147,158_23,11
3148,158_24,10
3149,158_25,12
3150,158_26,9
3151,158_27,19
3152,158_28,23
3153,158_29,15
3154,158_3,19
3155,158_30,8
3156,158_31,18
3157,158_32,15
3158,158_33,10
3159,158_34,11
3160,158_35,5
3161,158_36,15
3162,158_37,8
3163,158_38,11
3164,158_39,8
3165,158_4,7
3166,158_40,21
3167,158_41,9
3168,158_42,12
3169,158_43,13
3170,158_44,21
3171,158_45,5
3172,158_46,16
3173,158_47,10
3174,158_48,10
3175,158_49,4
3176,158_5,5
3177,158_50,11
3178,158_6,16
3179,158_7,11
3180,158_8,5
3181,158_9,9
3182,159_1,14
3183,159_10,11
3184,159_11,9
3185,159_12,10
3186,159_13,22
3187,159_14,11
3188,159_15,19
3189,159_16,15
3190,159_17,14
3191,159_18,18
3192,159_19,12
3193,159_2,8
3194,159_20,11
3195,159_21,12
3196,159_22,13
3197,159_23,16
3198,159_24,12
3199,159_25,9
3200,159_26,11
3201,159_28,16
3202,159_29,8
3203,159_3,12
3204,159_30,5
3205,159_31,8
3206,159_32,8
3207,159_33,12
3208,159_34,8
3209,159_35,12
3210,159_36,15
3211,159_37,20
3212,159_38,12
3213,159_39,13
3214,159_4,15
3215,159_40,8
3216,159_41,10
3217,159_42,15
